publication_id	pmid	compound_id	compound  chebi_id
213	1339083	596	Aflatoxin-albumin adducts	
214	2000815	315	Energy	
214	2000815	597	Carbohydrates	
214	2000815	267	Fats	
214	2000815	311	Oleic acid (cis-18:1n-9)	16196
214	2000815	217	Linoleic acid (LA; cis-18:2n-6)	17351
214	2000815	177	Fatty acids, saturated (SFA)	
214	2000815	178	Fatty acids, monounsaturated (MUFA)	
214	2000815	179	Fatty acids, polyunsaturated (PUFA)	
214	2000815	598	Ethanol	16236
214	2000815	242	Palmitic acid (16:0)	15756
214	2000815	301	Palmitoleic acid (cis-16:1n-7)	28716
214	2000815	243	Stearic acid (18:0)	28842
214	2000815	224	Arachidonic acid (AA; cis-20:4n-6)	15843
214	2000815	451	Fatty acids	
214	2000815	411	Arachidic acid (20:0)	28822
214	2000815	419	Behenic acid (22:0)	28941
214	2000815	420	Lignoceric acid (24:0)	28866
214	2000815	182	alpha-Linolenic acid (ALA; cis-18:3n-3)	27432
214	2000815	184	DHA (cis-22:6n-3)	28125
214	2000815	223	Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6)	53486
214	2000815	245	Eicosadienoic acid (cis-20:2n-6)	73731
214	2000815	183	EPA (cis-20:5n-3)	28364
214	2000815	421	Nervonic acid (cis-24:1n-9)	44247
214	2000815	431	11-Eicosenoic acid (cis-20:1n-9)	32425
215	1706024	106	Proteins	
215	1706024	601	Proteins from Animal products	
215	1706024	599	Taurine	15891
215	1706024	538	1-Methylhistidine	50599
215	1706024	539	3-Methylhistidine	27596
216	6668222	179	Fatty acids, polyunsaturated (PUFA)	
216	6668222	178	Fatty acids, monounsaturated (MUFA)	
216	6668222	177	Fatty acids, saturated (SFA)	
216	6668222	581	PUFA / SFA	
216	6668222	595	MUFA / PUFA	
216	6668222	602	SFA / MUFA	
216	6668222	267	Fats	
216	6668222	451	Fatty acids	
216	6668222	315	Energy	
217	6624705	504	Vitamin A (Carotenoids)	
217	6624705	164	Vitamin E	
217	6624705	135	Retinol	17336
217	6624705	237	alpha-Tocopherol	18145
218	19102810	183	EPA (cis-20:5n-3)	28364
218	19102810	184	DHA (cis-22:6n-3)	28125
218	19102810	286	Fatty acids, n3-polyunsaturated (n3-PUFA)	
218	19102810	451	Fatty acids	
220		855	1-Hydroxypyrene	34093
221	23314038	846	1-Hydroxynaphthalene	10319
221	23314038	847	2-Hydroxynaphthalene	10432
221	23314038	848	2-Hydroxyfluorene	34289
221	23314038	849	3-Hydroxyfluorene	89645
221	23314038	850	9-Hydroxyfluorene	16904
221	23314038	851	1-Hydroxyphenanthrene	27528
221	23314038	852	2-Hydroxyphenanthrene	19760
221	23314038	853	3-Hydroxyphenanthrene	20184
221	23314038	854	4-Hydroxyphenanthrene	20469
221	23314038	855	1-Hydroxypyrene	34093
222	10753202	855	1-Hydroxypyrene	34093
223	12919721	855	1-Hydroxypyrene	34093
224	22155355	856	Nicotine	17688
224	22155355	846	1-Hydroxynaphthalene	10319
224	22155355	847	2-Hydroxynaphthalene	10432
224	22155355	848	2-Hydroxyfluorene	34289
224	22155355	850	9-Hydroxyfluorene	16904
224	22155355	851	1-Hydroxyphenanthrene	27528
224	22155355	852	2-Hydroxyphenanthrene	19760
224	22155355	853	3-Hydroxyphenanthrene	20184
224	22155355	854	4-Hydroxyphenanthrene	20469
224	22155355	857	9-Hydroxyphenanthrene	28820
224	22155355	855	1-Hydroxypyrene	34093
224	22155355	858	2-Hydroxybenzo[c]phenanthrene	
224	22155355	859	6-Hydroxychrysene	
225	10064554	855	1-Hydroxypyrene	34093
225	10064554	862	PAH-albumin adducts	
225	10064554	863	Bulky DNA adducts	
226	20014405	855	1-Hydroxypyrene	34093
226	20014405	861	Phenol	15882
226	20014405	863	Bulky DNA adducts	
227	20368125	855	1-Hydroxypyrene	34093
227	20368125	847	2-Hydroxynaphthalene	10432
228	8781388	863	Bulky DNA adducts	
228	8781388	862	PAH-albumin adducts	
229	23409981	847	2-Hydroxynaphthalene	10432
229	23409981	846	1-Hydroxynaphthalene	10319
229	23409981	848	2-Hydroxyfluorene	34289
229	23409981	852	2-Hydroxyphenanthrene	19760
229	23409981	853	3-Hydroxyphenanthrene	20184
229	23409981	857	9-Hydroxyphenanthrene	28820
229	23409981	854	4-Hydroxyphenanthrene	20469
229	23409981	855	1-Hydroxypyrene	34093
231	22939007	855	1-Hydroxypyrene	34093
231	22939007	847	2-Hydroxynaphthalene	10432
231	22939007	866	Cotinine	68641
232	12621899	855	1-Hydroxypyrene	34093
232	12621899	851	1-Hydroxyphenanthrene	27528
232	12621899	867	2,9-Hydroxyphenanthrene	
232	12621899	853	3-Hydroxyphenanthrene	20184
232	12621899	1349	4-Monochlorophenol (4-MCP)	28078
232	12621899	1350	2,4-Dichlorophenol (2,4-DCP)	16738
232	12621899	1351	2,5-Dichlorophenol (2,5-DCP)	27929
232	12621899	1352	2,6-Dichlorophenol (2,6-DCP)	28457
232	12621899	1353	2,3,4-Trichlorophenol (2,3,4-TCP)	
232	12621899	1354	2,4,5-Trichlorophenol (2,4,5-TCP)	28520
232	12621899	1355	2,4,6-Trichlorophenol (2,4,6-TCP)	28755
232	12621899	1356	2,3,4,6-Tetrachlorophenol (2,3,4,6-TeCP)	
232	12621899	1325	Pentachlorophenol (PCP)	17642
232	12621899	856	Nicotine	17688
232	12621899	866	Cotinine	68641
233	16466866	855	1-Hydroxypyrene	34093
234		29	1-Hydroxypyrene glucuronide	
235	22282017	855	1-Hydroxypyrene	34093
235	22282017	1299	p,p'‑DDT	16130
235	22282017	1300	p,p'-DDE	16598
236	22436105	29	1-Hydroxypyrene glucuronide	
236	22436105	847	2-Hydroxynaphthalene	10432
237	22663094	847	2-Hydroxynaphthalene	10432
237	22663094	850	9-Hydroxyfluorene	16904
237	22663094	849	3-Hydroxyfluorene	89645
237	22663094	848	2-Hydroxyfluorene	34289
237	22663094	854	4-Hydroxyphenanthrene	20469
237	22663094	853	3-Hydroxyphenanthrene	20184
237	22663094	851	1-Hydroxyphenanthrene	27528
237	22663094	852	2-Hydroxyphenanthrene	19760
237	22663094	855	1-Hydroxypyrene	34093
237	22663094	846	1-Hydroxynaphthalene	10319
238	18313659	846	1-Hydroxynaphthalene	10319
238	18313659	847	2-Hydroxynaphthalene	10432
238	18313659	848	2-Hydroxyfluorene	34289
238	18313659	849	3-Hydroxyfluorene	89645
238	18313659	850	9-Hydroxyfluorene	16904
238	18313659	851	1-Hydroxyphenanthrene	27528
238	18313659	852	2-Hydroxyphenanthrene	19760
238	18313659	853	3-Hydroxyphenanthrene	20184
238	18313659	854	4-Hydroxyphenanthrene	20469
238	18313659	857	9-Hydroxyphenanthrene	28820
238	18313659	855	1-Hydroxypyrene	34093
239	16581553	855	1-Hydroxypyrene	34093
240	11668486	863	Bulky DNA adducts	
241	11563604	855	1-Hydroxypyrene	34093
242	11401906	863	Bulky DNA adducts	
242	11401906	868	PAH-DNA adducts	
242	11401906	866	Cotinine	68641
243	10190558	855	1-Hydroxypyrene	34093
243	10190558	869	BPDE-DNA adduct	
244	9695181	855	1-Hydroxypyrene	34093
245	9600694	855	1-Hydroxypyrene	34093
246	9200859	855	1-Hydroxypyrene	34093
247	8743441	855	1-Hydroxypyrene	34093
248	8919845	863	Bulky DNA adducts	
248	8919845	862	PAH-albumin adducts	
249	2068558	862	PAH-albumin adducts	
250	10867370	855	1-Hydroxypyrene	34093
251	22629390	29	1-Hydroxypyrene glucuronide	
252	22428611	847	2-Hydroxynaphthalene	10432
252	22428611	855	1-Hydroxypyrene	34093
252	22428611	882	1-Hydroxyfluorene	
252	22428611	848	2-Hydroxyfluorene	34289
252	22428611	849	3-Hydroxyfluorene	89645
252	22428611	851	1-Hydroxyphenanthrene	27528
252	22428611	852	2-Hydroxyphenanthrene	19760
253	22198330	855	1-Hydroxypyrene	34093
254	21803351	855	1-Hydroxypyrene	34093
255	21570106	855	1-Hydroxypyrene	34093
255	21570106	866	Cotinine	68641
256	21147605	847	2-Hydroxynaphthalene	10432
256	21147605	848	2-Hydroxyfluorene	34289
256	21147605	857	9-Hydroxyphenanthrene	28820
256	21147605	855	1-Hydroxypyrene	34093
257	21193517	868	PAH-DNA adducts	
258	21587280	847	2-Hydroxynaphthalene	10432
258	21587280	855	1-Hydroxypyrene	34093
259	21787681	855	1-Hydroxypyrene	34093
263	21627370	855	1-Hydroxypyrene	34093
264	19885669	855	1-Hydroxypyrene	34093
266	19942255	846	1-Hydroxynaphthalene	10319
266	19942255	847	2-Hydroxynaphthalene	10432
266	19942255	848	2-Hydroxyfluorene	34289
266	19942255	855	1-Hydroxypyrene	34093
267	19506895	855	1-Hydroxypyrene	34093
268	19766290	846	1-Hydroxynaphthalene	10319
268	19766290	847	2-Hydroxynaphthalene	10432
268	19766290	855	1-Hydroxypyrene	34093
268	19766290	848	2-Hydroxyfluorene	34289
270	19543712	855	1-Hydroxypyrene	34093
270	19543712	896	Hydroxyphenanthrenes	
271	19603678	846	1-Hydroxynaphthalene	10319
271	19603678	847	2-Hydroxynaphthalene	10432
271	19603678	855	1-Hydroxypyrene	34093
271	19603678	848	2-Hydroxyfluorene	34289
272	19095289	855	1-Hydroxypyrene	34093
273	19124486	855	1-Hydroxypyrene	34093
274	18804258	855	1-Hydroxypyrene	34093
275	18425528	855	1-Hydroxypyrene	34093
276	18268125	869	BPDE-DNA adduct	
277		846	1-Hydroxynaphthalene	10319
277		847	2-Hydroxynaphthalene	10432
277		848	2-Hydroxyfluorene	34289
277		852	2-Hydroxyphenanthrene	19760
277		853	3-Hydroxyphenanthrene	20184
277		854	4-Hydroxyphenanthrene	20469
277		855	1-Hydroxypyrene	34093
278	22829048	891	Bromodichloromethane	34591
278	22829048	892	Dibromochloromethane	34627
278	22829048	893	Trichloromethane	35255
278	22829048	894	Tribromomethane	38682
278	22829048	895	Trihalomethanes (THMs)	
279	22281753	893	Trichloromethane	35255
279	22281753	891	Bromodichloromethane	34591
279	22281753	892	Dibromochloromethane	34627
279	22281753	894	Tribromomethane	38682
279	22281753	895	Trihalomethanes (THMs)	
282	11993865	893	Trichloromethane	35255
282	11993865	891	Bromodichloromethane	34591
282	11993865	892	Dibromochloromethane	34627
282	11993865	894	Tribromomethane	38682
282	11993865	895	Trihalomethanes (THMs)	
284	17695931	893	Trichloromethane	35255
284	17695931	891	Bromodichloromethane	34591
285	22225821	897	Trichloroacetic acid	30956
286	21648437	899	Dichloroacetic acid	36386
286	21648437	897	Trichloroacetic acid	30956
286	21648437	898	Monochloroacetic acid	27869
287	19491488	897	Trichloroacetic acid	30956
288	23276304	900	4'-OH-PhIP	
288	23276304	901	5-OH-PhIP	
288	23276304	902	Norharman	109895
289	17684128	903	AalphaC	82284
290	10962432	904	PhIP-albumin adduct	
290	10962432	905	PhIP-hemoglobin adduct	
291	9270013	907	MeIQx metabolites	
291	9270013	906	PhIP metabolites	
292	7920208	907	MeIQx metabolites	
293	23062831	910	DiCDDs	
293	23062831	931	TrCDDs	
293	23062831	932	TeCDDs	
293	23062831	933	PeCDDs	
293	23062831	915	HxCDDs	
293	23062831	934	HpCDDs	
293	23062831	918	OCDD	81566
293	23062831	919	MoCDFs	
293	23062831	920	DiCDFs	
293	23062831	921	TrCDFs	
293	23062831	922	TeCDFs	
293	23062831	925	PeCDFs	
293	23062831	930	HxCDFs	
293	23062831	935	HpCDFs	
293	23062831	936	OCDF	81515
293	23062831	1170	PCDD/Fs	
294	24500378	848	2-Hydroxyfluorene	34289
294	24500378	849	3-Hydroxyfluorene	89645
294	24500378	850	9-Hydroxyfluorene	16904
294	24500378	851	1-Hydroxyphenanthrene	27528
294	24500378	852	2-Hydroxyphenanthrene	19760
294	24500378	854	4-Hydroxyphenanthrene	20469
294	24500378	855	1-Hydroxypyrene	34093
294	24500378	846	1-Hydroxynaphthalene	10319
294	24500378	847	2-Hydroxynaphthalene	10432
295	21979175	909	2,3,7,8-TCDD	28119
295	21979175	912	1,2,3,7,8-PeCDD	81501
295	21979175	914	1,2,3,4,7,8-HxCDD	81502
295	21979175	913	1,2,3,6,7,8-HxCDD	81503
295	21979175	917	1,2,3,7,8,9-HxCDD	81504
295	21979175	916	1,2,3,4,6,7,8-HpCDD	81505
295	21979175	918	OCDD	81566
295	21979175	937	2,3,7,8-TCDF	81506
295	21979175	924	1,2,3,7,8-PeCDF	81507
295	21979175	923	2,3,4,7,8-PeCDF	81508
295	21979175	926	1,2,3,4,7,8-HxCDF	81509
295	21979175	927	1,2,3,6,7,8-HxCDF	81511
295	21979175	929	1,2,3,7,8,9-HxCDF	81510
295	21979175	928	2,3,4,6,7,8-HxCDF	81512
295	21979175	938	1,2,3,4,6,7,8-HpCDF	81513
295	21979175	939	1,2,3,4,7,8,9-HpCDF	81514
295	21979175	936	OCDF	81515
295	21979175	940	PCB-77	1367
295	21979175	941	PCB-81	81516
295	21979175	942	PCB-126	34317
295	21979175	943	PCB-169	81517
295	21979175	944	PCB-105	81518
295	21979175	945	PCB-114	81519
295	21979175	946	PCB-118	81520
295	21979175	947	PCB-123	81521
295	21979175	948	PCB-156	81522
295	21979175	949	PCB-157	81523
295	21979175	950	PCB-167	81524
295	21979175	951	PCB-189	81525
296	22004731	909	2,3,7,8-TCDD	28119
296	22004731	912	1,2,3,7,8-PeCDD	81501
296	22004731	914	1,2,3,4,7,8-HxCDD	81502
296	22004731	913	1,2,3,6,7,8-HxCDD	81503
296	22004731	917	1,2,3,7,8,9-HxCDD	81504
296	22004731	916	1,2,3,4,6,7,8-HpCDD	81505
296	22004731	918	OCDD	81566
296	22004731	952	PCDDs	
296	22004731	937	2,3,7,8-TCDF	81506
296	22004731	924	1,2,3,7,8-PeCDF	81507
296	22004731	923	2,3,4,7,8-PeCDF	81508
296	22004731	926	1,2,3,4,7,8-HxCDF	81509
296	22004731	927	1,2,3,6,7,8-HxCDF	81511
296	22004731	928	2,3,4,6,7,8-HxCDF	81512
296	22004731	929	1,2,3,7,8,9-HxCDF	81510
296	22004731	938	1,2,3,4,6,7,8-HpCDF	81513
296	22004731	939	1,2,3,4,7,8,9-HpCDF	81514
296	22004731	936	OCDF	81515
296	22004731	953	PCDFs	
296	22004731	940	PCB-77	1367
296	22004731	941	PCB-81	81516
296	22004731	942	PCB-126	34317
296	22004731	943	PCB-169	81517
296	22004731	944	PCB-105	81518
296	22004731	945	PCB-114	81519
296	22004731	946	PCB-118	81520
296	22004731	947	PCB-123	81521
296	22004731	948	PCB-156	81522
296	22004731	949	PCB-157	81523
296	22004731	950	PCB-167	81524
296	22004731	951	PCB-189	81525
296	22004731	981	PCB-28	
296	22004731	982	PCB-29	
296	22004731	990	PCB-37	
296	22004731	997	PCB-44	
296	22004731	1002	PCB-49	
296	22004731	1016	PCB-63	
296	22004731	1019	PCB-66	
296	22004731	1023	PCB-70	
296	22004731	1024	PCB-71	
296	22004731	1027	PCB-74	
296	22004731	1036	PCB-85	
296	22004731	1038	PCB-87	
296	22004731	1043	PCB-92	
296	22004731	1050	PCB-99	
296	22004731	1052	PCB-101	
296	22004731	1060	PCB-110	
296	22004731	1066	PCB-117	
296	22004731	1074	PCB-128	
296	22004731	1076	PCB-130	
296	22004731	1078	PCB-132	
296	22004731	1080	PCB-134	
296	22004731	1081	PCB-135	
296	22004731	1083	PCB-137	
296	22004731	1084	PCB-138	
296	22004731	1087	PCB-141	
296	22004731	1092	PCB-146	
296	22004731	1093	PCB-147	
296	22004731	1097	PCB-151	
296	22004731	1099	PCB-153	34202
296	22004731	1109	PCB-165	
296	22004731	1112	PCB-170	
296	22004731	1114	PCB-172	
296	22004731	1119	PCB-177	
296	22004731	1120	PCB-178	
296	22004731	1121	PCB-179	
296	22004731	1122	PCB-180	
296	22004731	1123	PCB-181	
296	22004731	1125	PCB-183	
296	22004731	1132	PCB-191	
296	22004731	1135	PCB-194	
296	22004731	1136	PCB-195	
296	22004731	1141	PCB-200	
296	22004731	1143	PCB-202	
296	22004731	1146	PCB-205	
296	22004731	1147	PCB-206	
296	22004731	1148	PCB-207	
296	22004731	1149	PCB-208	
296	22004731	1150	PCB-209	34666
296	22004731	1153	TriCBs	
296	22004731	1152	TetraCBs	
296	22004731	1154	PentaCBs	
296	22004731	1155	HexaCBs	
296	22004731	1156	HeptaCBs	
296	22004731	1157	OctaCBs	
296	22004731	1158	NonaCBs	
296	22004731	1159	DecaCBs	
296	22004731	1151	PCBs	
296	22004731	1160	PCB-47/48	
296	22004731	1161	PCB-52/69	
296	22004731	1162	PCB-56/60	
296	22004731	1163	PCB-93/95/98	
296	22004731	1164	PCB-107/108	
296	22004731	1165	PCB-139/149	
296	22004731	1166	PCB-163/164	
296	22004731	1167	PCB-182/187	
296	22004731	1168	PCB-196/203	
296	22004731	1169	PCB-198/201	
297	21890171	909	2,3,7,8-TCDD	28119
297	21890171	912	1,2,3,7,8-PeCDD	81501
297	21890171	914	1,2,3,4,7,8-HxCDD	81502
297	21890171	913	1,2,3,6,7,8-HxCDD	81503
297	21890171	917	1,2,3,7,8,9-HxCDD	81504
297	21890171	916	1,2,3,4,6,7,8-HpCDD	81505
297	21890171	918	OCDD	81566
297	21890171	937	2,3,7,8-TCDF	81506
297	21890171	924	1,2,3,7,8-PeCDF	81507
297	21890171	923	2,3,4,7,8-PeCDF	81508
297	21890171	926	1,2,3,4,7,8-HxCDF	81509
297	21890171	927	1,2,3,6,7,8-HxCDF	81511
297	21890171	928	2,3,4,6,7,8-HxCDF	81512
297	21890171	929	1,2,3,7,8,9-HxCDF	81510
297	21890171	938	1,2,3,4,6,7,8-HpCDF	81513
297	21890171	939	1,2,3,4,7,8,9-HpCDF	81514
297	21890171	936	OCDF	81515
297	21890171	941	PCB-81	81516
297	21890171	940	PCB-77	1367
297	21890171	942	PCB-126	34317
297	21890171	943	PCB-169	81517
297	21890171	944	PCB-105	81518
297	21890171	945	PCB-114	81519
297	21890171	946	PCB-118	81520
297	21890171	947	PCB-123	81521
297	21890171	948	PCB-156	81522
297	21890171	949	PCB-157	81523
297	21890171	950	PCB-167	81524
297	21890171	951	PCB-189	81525
298	20378148	909	2,3,7,8-TCDD	28119
298	20378148	912	1,2,3,7,8-PeCDD	81501
298	20378148	914	1,2,3,4,7,8-HxCDD	81502
298	20378148	913	1,2,3,6,7,8-HxCDD	81503
298	20378148	917	1,2,3,7,8,9-HxCDD	81504
298	20378148	916	1,2,3,4,6,7,8-HpCDD	81505
298	20378148	918	OCDD	81566
298	20378148	937	2,3,7,8-TCDF	81506
298	20378148	924	1,2,3,7,8-PeCDF	81507
298	20378148	923	2,3,4,7,8-PeCDF	81508
298	20378148	926	1,2,3,4,7,8-HxCDF	81509
298	20378148	927	1,2,3,6,7,8-HxCDF	81511
298	20378148	929	1,2,3,7,8,9-HxCDF	81510
298	20378148	928	2,3,4,6,7,8-HxCDF	81512
298	20378148	938	1,2,3,4,6,7,8-HpCDF	81513
298	20378148	939	1,2,3,4,7,8,9-HpCDF	81514
298	20378148	936	OCDF	81515
298	20378148	940	PCB-77	1367
298	20378148	941	PCB-81	81516
298	20378148	944	PCB-105	81518
298	20378148	945	PCB-114	81519
298	20378148	946	PCB-118	81520
298	20378148	947	PCB-123	81521
298	20378148	942	PCB-126	34317
298	20378148	948	PCB-156	81522
298	20378148	949	PCB-157	81523
298	20378148	950	PCB-167	81524
298	20378148	943	PCB-169	81517
298	20378148	951	PCB-189	81525
298	20378148	981	PCB-28	
298	20378148	1005	PCB-52	34206
298	20378148	1052	PCB-101	
298	20378148	1084	PCB-138	
298	20378148	1099	PCB-153	34202
298	20378148	1122	PCB-180	
298	20378148	1151	PCBs	
298	20378148	1170	PCDD/Fs	
298	20378148	1175	BDE-8	
298	20378148	1176	BDE-11	
298	20378148	1177	BDE-12/13	
298	20378148	1178	BDE-15	
298	20378148	1180	BDE-28	
298	20378148	1185	BDE-47	81584
298	20378148	1193	BDE-99	81582
298	20378148	1194	BDE-100	
298	20378148	1195	BDE-116	
298	20378148	1196	BDE-118	
298	20378148	1197	BDE-119	
298	20378148	1199	BDE-138	
298	20378148	1202	BDE-153	
298	20378148	1204	BDE-154	
298	20378148	1209	BDE-183	
298	20378148	1172	PBDEs	
299	20564999	937	2,3,7,8-TCDF	81506
299	20564999	924	1,2,3,7,8-PeCDF	81507
299	20564999	923	2,3,4,7,8-PeCDF	81508
299	20564999	926	1,2,3,4,7,8-HxCDF	81509
299	20564999	927	1,2,3,6,7,8-HxCDF	81511
299	20564999	928	2,3,4,6,7,8-HxCDF	81512
299	20564999	929	1,2,3,7,8,9-HxCDF	81510
299	20564999	938	1,2,3,4,6,7,8-HpCDF	81513
299	20564999	939	1,2,3,4,7,8,9-HpCDF	81514
299	20564999	936	OCDF	81515
299	20564999	909	2,3,7,8-TCDD	28119
299	20564999	912	1,2,3,7,8-PeCDD	81501
299	20564999	914	1,2,3,4,7,8-HxCDD	81502
299	20564999	913	1,2,3,6,7,8-HxCDD	81503
299	20564999	917	1,2,3,7,8,9-HxCDD	81504
299	20564999	916	1,2,3,4,6,7,8-HpCDD	81505
299	20564999	918	OCDD	81566
299	20564999	953	PCDFs	
299	20564999	952	PCDDs	
300	19850319	909	2,3,7,8-TCDD	28119
300	19850319	912	1,2,3,7,8-PeCDD	81501
300	19850319	914	1,2,3,4,7,8-HxCDD	81502
300	19850319	913	1,2,3,6,7,8-HxCDD	81503
300	19850319	917	1,2,3,7,8,9-HxCDD	81504
300	19850319	916	1,2,3,4,6,7,8-HpCDD	81505
300	19850319	918	OCDD	81566
300	19850319	952	PCDDs	
300	19850319	937	2,3,7,8-TCDF	81506
300	19850319	924	1,2,3,7,8-PeCDF	81507
300	19850319	923	2,3,4,7,8-PeCDF	81508
300	19850319	926	1,2,3,4,7,8-HxCDF	81509
300	19850319	927	1,2,3,6,7,8-HxCDF	81511
300	19850319	929	1,2,3,7,8,9-HxCDF	81510
300	19850319	938	1,2,3,4,6,7,8-HpCDF	81513
300	19850319	939	1,2,3,4,7,8,9-HpCDF	81514
300	19850319	936	OCDF	81515
300	19850319	953	PCDFs	
300	19850319	940	PCB-77	1367
300	19850319	941	PCB-81	81516
300	19850319	942	PCB-126	34317
300	19850319	943	PCB-169	81517
300	19850319	944	PCB-105	81518
300	19850319	945	PCB-114	81519
300	19850319	946	PCB-118	81520
300	19850319	947	PCB-123	81521
300	19850319	948	PCB-156	81522
300	19850319	949	PCB-157	81523
300	19850319	950	PCB-167	81524
300	19850319	951	PCB-189	81525
300	19850319	981	PCB-28	
300	19850319	982	PCB-29	
300	19850319	990	PCB-37	
300	19850319	997	PCB-44	
300	19850319	1160	PCB-47/48	
300	19850319	1002	PCB-49	
300	19850319	1161	PCB-52/69	
300	19850319	1162	PCB-56/60	
300	19850319	1016	PCB-63	
300	19850319	1019	PCB-66	
300	19850319	1023	PCB-70	
300	19850319	1024	PCB-71	
300	19850319	1027	PCB-74	
300	19850319	1036	PCB-85	
300	19850319	1038	PCB-87	
300	19850319	1043	PCB-92	
300	19850319	1163	PCB-93/95/98	
300	19850319	1050	PCB-99	
300	19850319	1052	PCB-101	
300	19850319	1164	PCB-107/108	
300	19850319	1060	PCB-110	
300	19850319	1066	PCB-117	
300	19850319	1074	PCB-128	
300	19850319	1076	PCB-130	
300	19850319	1078	PCB-132	
300	19850319	1080	PCB-134	
300	19850319	1081	PCB-135	
300	19850319	1083	PCB-137	
300	19850319	1084	PCB-138	
300	19850319	1165	PCB-139/149	
300	19850319	1087	PCB-141	
300	19850319	1092	PCB-146	
300	19850319	1093	PCB-147	
300	19850319	1097	PCB-151	
300	19850319	1099	PCB-153	34202
300	19850319	1166	PCB-163/164	
300	19850319	1109	PCB-165	
300	19850319	1112	PCB-170	
300	19850319	1114	PCB-172	
300	19850319	1120	PCB-178	
300	19850319	1121	PCB-179	
300	19850319	1122	PCB-180	
300	19850319	1123	PCB-181	
300	19850319	1167	PCB-182/187	
300	19850319	1125	PCB-183	
300	19850319	1132	PCB-191	
300	19850319	1135	PCB-194	
300	19850319	1136	PCB-195	
300	19850319	1168	PCB-196/203	
300	19850319	1169	PCB-198/201	
300	19850319	1141	PCB-200	
300	19850319	1143	PCB-202	
300	19850319	1146	PCB-205	
300	19850319	1147	PCB-206	
300	19850319	1148	PCB-207	
300	19850319	1149	PCB-208	
300	19850319	1150	PCB-209	34666
300	19850319	1153	TriCBs	
300	19850319	1152	TetraCBs	
300	19850319	1154	PentaCBs	
300	19850319	1155	HexaCBs	
300	19850319	1156	HeptaCBs	
300	19850319	1157	OctaCBs	
300	19850319	1158	NonaCBs	
300	19850319	1159	DecaCBs	
300	19850319	1151	PCBs	
300	19850319	1119	PCB-177	
300	19850319	928	2,3,4,6,7,8-HxCDF	81512
301	19482333	909	2,3,7,8-TCDD	28119
