publication_id	pmid	compound_id	compound  chebi_id
308	15876389	912	1,2,3,7,8-PeCDD	81501
308	15876389	914	1,2,3,4,7,8-HxCDD	81502
308	15876389	913	1,2,3,6,7,8-HxCDD	81503
308	15876389	917	1,2,3,7,8,9-HxCDD	81504
308	15876389	916	1,2,3,4,6,7,8-HpCDD	81505
308	15876389	918	OCDD	81566
308	15876389	953	PCDFs	
308	15876389	952	PCDDs	
308	15876389	1170	PCDD/Fs	
309	15626377	937	2,3,7,8-TCDF	81506
309	15626377	924	1,2,3,7,8-PeCDF	81507
309	15626377	923	2,3,4,7,8-PeCDF	81508
309	15626377	925	PeCDFs	
309	15626377	926	1,2,3,4,7,8-HxCDF	81509
309	15626377	927	1,2,3,6,7,8-HxCDF	81511
309	15626377	928	2,3,4,6,7,8-HxCDF	81512
309	15626377	929	1,2,3,7,8,9-HxCDF	81510
309	15626377	930	HxCDFs	
309	15626377	938	1,2,3,4,6,7,8-HpCDF	81513
309	15626377	939	1,2,3,4,7,8,9-HpCDF	81514
309	15626377	935	HpCDFs	
309	15626377	936	OCDF	81515
309	15626377	909	2,3,7,8-TCDD	28119
309	15626377	912	1,2,3,7,8-PeCDD	81501
309	15626377	914	1,2,3,4,7,8-HxCDD	81502
309	15626377	913	1,2,3,6,7,8-HxCDD	81503
309	15626377	917	1,2,3,7,8,9-HxCDD	81504
309	15626377	915	HxCDDs	
309	15626377	916	1,2,3,4,6,7,8-HpCDD	81505
309	15626377	918	OCDD	81566
309	15626377	953	PCDFs	
309	15626377	952	PCDDs	
309	15626377	1170	PCDD/Fs	
310	18599107	1172	PBDEs	
310	18599107	1180	BDE-28	
310	18599107	1185	BDE-47	81584
310	18599107	1191	BDE-85	
310	18599107	1193	BDE-99	81582
310	18599107	1194	BDE-100	
310	18599107	1202	BDE-153	
310	18599107	1204	BDE-154	
310	18599107	1209	BDE-183	
311	15589248	1180	BDE-28	
311	15589248	1185	BDE-47	81584
311	15589248	1193	BDE-99	81582
311	15589248	1194	BDE-100	
311	15589248	1202	BDE-153	
311	15589248	1204	BDE-154	
311	15589248	1209	BDE-183	
311	15589248	1172	PBDEs	
311	15589248	1099	PCB-153	34202
311	15589248	1151	PCBs	
312	10845781	909	2,3,7,8-TCDD	28119
312	10845781	912	1,2,3,7,8-PeCDD	81501
312	10845781	914	1,2,3,4,7,8-HxCDD	81502
312	10845781	913	1,2,3,6,7,8-HxCDD	81503
312	10845781	917	1,2,3,7,8,9-HxCDD	81504
312	10845781	916	1,2,3,4,6,7,8-HpCDD	81505
312	10845781	918	OCDD	81566
312	10845781	937	2,3,7,8-TCDF	81506
312	10845781	924	1,2,3,7,8-PeCDF	81507
312	10845781	923	2,3,4,7,8-PeCDF	81508
312	10845781	926	1,2,3,4,7,8-HxCDF	81509
312	10845781	927	1,2,3,6,7,8-HxCDF	81511
312	10845781	928	2,3,4,6,7,8-HxCDF	81512
312	10845781	929	1,2,3,7,8,9-HxCDF	81510
312	10845781	938	1,2,3,4,6,7,8-HpCDF	81513
312	10845781	939	1,2,3,4,7,8,9-HpCDF	81514
312	10845781	936	OCDF	81515
312	10845781	952	PCDDs	
312	10845781	953	PCDFs	
312	10845781	1170	PCDD/Fs	
314	14659944	937	2,3,7,8-TCDF	81506
314	14659944	924	1,2,3,7,8-PeCDF	81507
314	14659944	923	2,3,4,7,8-PeCDF	81508
314	14659944	926	1,2,3,4,7,8-HxCDF	81509
314	14659944	927	1,2,3,6,7,8-HxCDF	81511
314	14659944	928	2,3,4,6,7,8-HxCDF	81512
314	14659944	929	1,2,3,7,8,9-HxCDF	81510
314	14659944	938	1,2,3,4,6,7,8-HpCDF	81513
314	14659944	939	1,2,3,4,7,8,9-HpCDF	81514
314	14659944	936	OCDF	81515
314	14659944	909	2,3,7,8-TCDD	28119
314	14659944	912	1,2,3,7,8-PeCDD	81501
314	14659944	914	1,2,3,4,7,8-HxCDD	81502
314	14659944	913	1,2,3,6,7,8-HxCDD	81503
314	14659944	917	1,2,3,7,8,9-HxCDD	81504
314	14659944	916	1,2,3,4,6,7,8-HpCDD	81505
314	14659944	918	OCDD	81566
314	14659944	953	PCDFs	
314	14659944	952	PCDDs	
314	14659944	1170	PCDD/Fs	
315	23434819	1179	BDE-17	
315	23434819	1180	BDE-28	
315	23434819	1185	BDE-47	81584
315	23434819	1187	BDE-66	
315	23434819	1188	BDE-71	
315	23434819	1191	BDE-85	
315	23434819	1193	BDE-99	81582
315	23434819	1194	BDE-100	
315	23434819	1199	BDE-138	
315	23434819	1202	BDE-153	
315	23434819	1204	BDE-154	
315	23434819	1209	BDE-183	
315	23434819	1211	BDE-190	
315	23434819	1221	BDE-209	82436
315	23434819	1172	PBDEs	
316	22771521	1185	BDE-47	81584
316	22771521	1180	BDE-28	
316	22771521	1193	BDE-99	81582
316	22771521	1172	PBDEs	
316	22771521	1285	3-MeO-BDE-47	
316	22771521	1286	2'-MeO-BDE-28	
316	22771521	1287	2'-MeO-BDE-68	
316	22771521	1288	4'-MeO-BDE-49	
316	22771521	1289	5-MeO-BDE-47	
316	22771521	1290	6-MeO-BDE-47	
316	22771521	1284	MeO-PBDEs	
316	22771521	1275	6-OH-BDE-47	
316	22771521	1278	5'-OH-BDE-99	
316	22771521	1291	3-OH-BDE-100	
316	22771521	1292	3-OH-BDE-7	
316	22771521	1293	6-OH-BDE-85	
316	22771521	1274	OH-PBDEs	
316	22771521	1296	2,4,5-Tribromophenol	
316	22771521	1297	2,4,6-Tribromophenol	47696
316	22771521	1298	2,4-Dibromophenol	
316	22771521	1295	Bromophenols	
317	22763040	1179	BDE-17	
317	22763040	1180	BDE-28	
317	22763040	1185	BDE-47	81584
317	22763040	1187	BDE-66	
317	22763040	1192	BDE-85/155	
317	22763040	1193	BDE-99	81582
317	22763040	1194	BDE-100	
317	22763040	1202	BDE-153	
317	22763040	1204	BDE-154	
317	22763040	1209	BDE-183	
317	22763040	1221	BDE-209	82436
317	22763040	1172	PBDEs	
318	21498147	1180	BDE-28	
318	21498147	1185	BDE-47	81584
318	21498147	1191	BDE-85	
318	21498147	1193	BDE-99	81582
318	21498147	1194	BDE-100	
318	21498147	1202	BDE-153	
318	21498147	1204	BDE-154	
318	21498147	1172	PBDEs	
318	21498147	1299	p,p'‑DDT	16130
318	21498147	1300	p,p'-DDE	16598
319	22327115	1178	BDE-15	
319	22327115	1180	BDE-28	
319	22327115	1185	BDE-47	81584
319	22327115	1193	BDE-99	81582
319	22327115	1194	BDE-100	
319	22327115	1202	BDE-153	
319	22327115	1204	BDE-154	
319	22327115	1209	BDE-183	
319	22327115	1214	BDE-197	
319	22327115	1219	BDE-207	
319	22327115	1221	BDE-209	82436
319	22327115	1172	PBDEs	
320	22192581	1185	BDE-47	81584
320	22192581	1191	BDE-85	
320	22192581	1193	BDE-99	81582
320	22192581	1194	BDE-100	
320	22192581	1202	BDE-153	
320	22192581	1204	BDE-154	
320	22192581	1221	BDE-209	82436
320	22192581	1172	PBDEs	
320	22192581	1209	BDE-183	
321	23724965	1151	PCBs	
321	23724965	1099	PCB-153	34202
321	23724965	1084	PCB-138	
321	23724965	1122	PCB-180	
321	23724965	1172	PBDEs	
321	23724965	1185	BDE-47	81584
321	23724965	1193	BDE-99	81582
321	23724965	1194	BDE-100	
321	23724965	1202	BDE-153	
322	23500394	1180	BDE-28	
322	23500394	1185	BDE-47	81584
322	23500394	1193	BDE-99	81582
322	23500394	1194	BDE-100	
322	23500394	1202	BDE-153	
322	23500394	1204	BDE-154	
322	23500394	1209	BDE-183	
322	23500394	1221	BDE-209	82436
322	23500394	1172	PBDEs	
322	23500394	1283	TBBPA	33217
322	23500394	1280	alpha-HBCD	
322	23500394	1281	beta-HBCD	
322	23500394	1282	gamma-HBCD	
322	23500394	1279	HBCD	
323	23506475	1180	BDE-28	
323	23506475	1185	BDE-47	81584
323	23506475	1193	BDE-99	81582
323	23506475	1194	BDE-100	
323	23506475	1202	BDE-153	
323	23506475	1204	BDE-154	
323	23506475	1221	BDE-209	82436
323	23506475	1172	PBDEs	
323	23506475	1275	6-OH-BDE-47	
323	23506475	1276	5-OH-BDE-47	
323	23506475	1277	4'-OH-BDE-49	
323	23506475	1278	5'-OH-BDE-99	
323	23506475	1274	OH-PBDEs	
324	22814209	1180	BDE-28	
324	22814209	1185	BDE-47	81584
324	22814209	1193	BDE-99	81582
324	22814209	1194	BDE-100	
324	22814209	1202	BDE-153	
325	22819883	1180	BDE-28	
325	22819883	1185	BDE-47	81584
325	22819883	1193	BDE-99	81582
325	22819883	1194	BDE-100	
325	22819883	1202	BDE-153	
325	22819883	1204	BDE-154	
325	22819883	1209	BDE-183	
325	22819883	1172	PBDEs	
326	21550663	1180	BDE-28	
326	21550663	1185	BDE-47	81584
326	21550663	1193	BDE-99	81582
326	21550663	1194	BDE-100	
326	21550663	1202	BDE-153	
326	21550663	1204	BDE-154	
326	21550663	1209	BDE-183	
326	21550663	1213	BDE-196	
326	21550663	1214	BDE-197	
326	21550663	1217	BDE-203	
326	21550663	1218	BDE-206	
326	21550663	1219	BDE-207	
326	21550663	1220	BDE-208	
326	21550663	1221	BDE-209	82436
326	21550663	1172	PBDEs	
327	22088798	1180	BDE-28	
327	22088798	1185	BDE-47	81584
327	22088798	1186	BDE-49	81583
327	22088798	1191	BDE-85	
327	22088798	1193	BDE-99	81582
327	22088798	1194	BDE-100	
327	22088798	1202	BDE-153	
327	22088798	1204	BDE-154	
327	22088798	1209	BDE-183	
327	22088798	1213	BDE-196	
327	22088798	1214	BDE-197	
327	22088798	1218	BDE-206	
327	22088798	1219	BDE-207	
327	22088798	1221	BDE-209	82436
327	22088798	1172	PBDEs	
328	19806728	1179	BDE-17	
328	19806728	1180	BDE-28	
328	19806728	1185	BDE-47	81584
328	19806728	1186	BDE-49	81583
328	19806728	1191	BDE-85	
328	19806728	1193	BDE-99	81582
328	19806728	1194	BDE-100	
328	19806728	1200	BDE-139	
328	19806728	1201	BDE-140	
328	19806728	1202	BDE-153	
328	19806728	1204	BDE-154	
328	19806728	1209	BDE-183	
328	19806728	1213	BDE-196	
328	19806728	1214	BDE-197	
328	19806728	1215	BDE-201	
328	19806728	1217	BDE-203	
328	19806728	1219	BDE-207	
328	19806728	1220	BDE-208	
328	19806728	1221	BDE-209	82436
328	19806728	1172	PBDEs	
328	19806728	1244	BDE-204	
328	19806728	1245	BDE-205	
329	18351120	1180	BDE-28	
329	18351120	1185	BDE-47	81584
329	18351120	1193	BDE-99	81582
329	18351120	1194	BDE-100	
329	18351120	1202	BDE-153	
329	18351120	1242	PBB-153	
330	17938731	1185	BDE-47	81584
330	17938731	1193	BDE-99	81582
330	17938731	1194	BDE-100	
330	17938731	1202	BDE-153	
330	17938731	1172	PBDEs	
330	17938731	1242	PBB-153	
330	17938731	1027	PCB-74	
330	17938731	1050	PCB-99	
330	17938731	944	PCB-105	81518
330	17938731	946	PCB-118	81520
330	17938731	1084	PCB-138	
330	17938731	1092	PCB-146	
330	17938731	1099	PCB-153	34202
330	17938731	948	PCB-156	81522
330	17938731	1107	PCB-163	
330	17938731	950	PCB-167	81524
330	17938731	1112	PCB-170	
330	17938731	1114	PCB-172	
330	17938731	1119	PCB-177	
330	17938731	1120	PCB-178	
330	17938731	1122	PCB-180	
330	17938731	1125	PCB-183	
330	17938731	1129	PCB-187	
330	17938731	1135	PCB-194	
330	17938731	1136	PCB-195	
330	17938731	1137	PCB-196	
330	17938731	1140	PCB-199	
330	17938731	1144	PCB-203	
330	17938731	1147	PCB-206	
330	17938731	1150	PCB-209	34666
330	17938731	1151	PCBs	
331	16949631	1185	BDE-47	81584
331	16949631	1193	BDE-99	81582
331	16949631	1194	BDE-100	
331	16949631	1202	BDE-153	
331	16949631	1204	BDE-154	
331	16949631	1209	BDE-183	
331	16949631	1172	PBDEs	
332	17109919	1178	BDE-15	
332	17109919	1181	BDE-28/33	
332	17109919	1185	BDE-47	81584
332	17109919	1186	BDE-49	81583
332	17109919	1187	BDE-66	
332	17109919	1191	BDE-85	
332	17109919	1193	BDE-99	81582
332	17109919	1194	BDE-100	
332	17109919	1201	BDE-140	
332	17109919	1202	BDE-153	
332	17109919	1204	BDE-154	
332	17109919	1209	BDE-183	
332	17109919	1172	PBDEs	
333	21715241	1180	BDE-28	
333	21715241	1185	BDE-47	81584
333	21715241	1187	BDE-66	
333	21715241	1193	BDE-99	81582
333	21715241	1194	BDE-100	
333	21715241	1192	BDE-85/155	
333	21715241	1202	BDE-153	
333	21715241	1204	BDE-154	
333	21715241	1172	PBDEs	
333	21715241	1297	2,4,6-Tribromophenol	47696
333	21715241	1277	4'-OH-BDE-49	
333	21715241	1275	6-OH-BDE-47	
333	21715241	1274	OH-PBDEs	
334	21663933	1179	BDE-17	
334	21663933	1180	BDE-28	
334	21663933	1185	BDE-47	81584
334	21663933	1187	BDE-66	
334	21663933	1193	BDE-99	81582
334	21663933	1194	BDE-100	
334	21663933	1202	BDE-153	
334	21663933	1204	BDE-154	
334	21663933	1209	BDE-183	
334	21663933	1172	PBDEs	
335	21106438	1178	BDE-15	
335	21106438	1180	BDE-28	
335	21106438	1185	BDE-47	81584
335	21106438	1193	BDE-99	81582
335	21106438	1194	BDE-100	
335	21106438	1202	BDE-153	
335	21106438	1204	BDE-154	
335	21106438	1209	BDE-183	
335	21106438	1172	PBDEs	
336	21495631	1181	BDE-28/33	
336	21495631	1185	BDE-47	81584
336	21495631	1191	BDE-85	
336	21495631	1193	BDE-99	81582
336	21495631	1194	BDE-100	
336	21495631	1202	BDE-153	
336	21495631	1204	BDE-154	
336	21495631	1221	BDE-209	82436
336	21495631	1172	PBDEs	
336	21495631	981	PCB-28	
336	21495631	1027	PCB-74	
336	21495631	1246	PCB-99/113	
336	21495631	946	PCB-118	81520
336	21495631	1247	PCB-132/153	
336	21495631	1084	PCB-138	
336	21495631	948	PCB-156	81522
336	21495631	1122	PCB-180	
336	21495631	1248	PCB-170/190	
336	21495631	1151	PCBs	
337	21059472	1180	BDE-28	
337	21059472	1185	BDE-47	81584
337	21059472	1194	BDE-100	
337	21059472	1193	BDE-99	81582
337	21059472	1204	BDE-154	
337	21059472	1202	BDE-153	
337	21059472	1209	BDE-183	
337	21059472	1221	BDE-209	82436
337	21059472	1172	PBDEs	
337	21059472	1027	PCB-74	
337	21059472	1052	PCB-101	
337	21059472	1050	PCB-99	
337	21059472	946	PCB-118	81520
337	21059472	944	PCB-105	81518
337	21059472	1092	PCB-146	
337	21059472	1099	PCB-153	34202
337	21059472	1084	PCB-138	
337	21059472	1129	PCB-187	
337	21059472	1125	PCB-183	
337	21059472	948	PCB-156	81522
337	21059472	1122	PCB-180	
337	21059472	1112	PCB-170	
337	21059472	1140	PCB-199	
337	21059472	1168	PCB-196/203	
337	21059472	1151	PCBs	
337	21059472	1279	HBCD	
337	21059472	1300	p,p'-DDE	16598
337	21059472	1299	p,p'‑DDT	16130
337	21059472	1301	Hexachlorobenzene (HCB)	5692
337	21059472	1302	Oxychlordane	81541
337	21059472	1303	trans-Nonachlor	81540
337	21059472	1304	alpha-HCH	39096
337	21059472	1305	beta-HCH	28428
338	20951435	1185	BDE-47	81584
338	20951435	1193	BDE-99	81582
338	20951435	1194	BDE-100	
338	20951435	1202	BDE-153	
338	20951435	1204	BDE-154	
338	20951435	946	PCB-118	81520
338	20951435	1084	PCB-138	
338	20951435	1099	PCB-153	34202
338	20951435	1122	PCB-180	
340	17280703	1185	BDE-47	81584
340	17280703	1202	BDE-153	
340	17280703	1194	BDE-100	
340	17280703	1193	BDE-99	81582
340	17280703	1180	BDE-28	
340	17280703	1191	BDE-85	
340	17280703	1204	BDE-154	
340	17280703	1221	BDE-209	82436
340	17280703	1188	BDE-71	
340	17280703	1187	BDE-66	
340	17280703	1209	BDE-183	
340	17280703	1172	PBDEs	
340	17280703	1099	PCB-153	34202
340	17280703	1084	PCB-138	
340	17280703	1122	PCB-180	
340	17280703	946	PCB-118	81520
340	17280703	1112	PCB-170	
340	17280703	1050	PCB-99	
340	17280703	1027	PCB-74	
340	17280703	948	PCB-156	81522
340	17280703	1129	PCB-187	
340	17280703	1019	PCB-66	
340	17280703	981	PCB-28	
340	17280703	1060	PCB-110	
340	17280703	1151	PCBs	
341	20079522	1180	BDE-28	
341	20079522	1185	BDE-47	81584
341	20079522	1187	BDE-66	
341	20079522	1191	BDE-85	
341	20079522	1193	BDE-99	81582
341	20079522	1194	BDE-100	
341	20079522	1202	BDE-153	
341	20079522	1204	BDE-154	
341	20079522	1209	BDE-183	
341	20079522	1172	PBDEs	
342	17120554	1099	PCB-153	34202
342	17120554	1185	BDE-47	81584
342	17120554	1193	BDE-99	81582
342	17120554	1194	BDE-100	
342	17120554	1202	BDE-153	
342	17120554	1204	BDE-154	
342	17120554	1221	BDE-209	82436
342	17120554	1172	PBDEs	
342	17120554	1306	4-OH-PCB-107	
342	17120554	1307	4-OH-PCB-146	
342	17120554	1308	4-OH-PCB-187	
342	17120554	1279	HBCD	
344	20471317	1180	BDE-28	
344	20471317	1185	BDE-47	81584
344	20471317	1193	BDE-99	81582
344	20471317	1194	BDE-100	
344	20471317	1202	BDE-153	
344	20471317	1204	BDE-154	
344	20471317	1221	BDE-209	82436
344	20471317	1172	PBDEs	
344	20471317	1242	PBB-153	
345	20521814	1179	BDE-17	
345	20521814	1180	BDE-28	
345	20521814	1185	BDE-47	81584
345	20521814	1187	BDE-66	
345	20521814	1191	BDE-85	
345	20521814	1193	BDE-99	81582
345	20521814	1194	BDE-100	
345	20521814	1202	BDE-153	
345	20521814	1204	BDE-154	
345	20521814	1209	BDE-183	
345	20521814	1221	BDE-209	82436
345	20521814	1172	PBDEs	
346	20540541	1180	BDE-28	
346	20540541	1185	BDE-47	81584
346	20540541	1191	BDE-85	
346	20540541	1193	BDE-99	81582
346	20540541	1194	BDE-100	
346	20540541	1199	BDE-138	
346	20540541	1202	BDE-153	
346	20540541	1209	BDE-183	
346	20540541	1214	BDE-197	
346	20540541	1221	BDE-209	82436
347	20056561	1185	BDE-47	81584
347	20056561	1191	BDE-85	
347	20056561	1193	BDE-99	81582
347	20056561	1194	BDE-100	
347	20056561	1202	BDE-153	
347	20056561	1204	BDE-154	
347	20056561	1209	BDE-183	
347	20056561	1242	PBB-153	
348	20346480	1173	BDE-3	77421
348	20346480	1174	BDE-7	
348	20346480	1178	BDE-15	
348	20346480	1179	BDE-17	
348	20346480	1180	BDE-28	
348	20346480	1185	BDE-47	81584
348	20346480	1186	BDE-49	81583
348	20346480	1187	BDE-66	
348	20346480	1188	BDE-71	
348	20346480	1190	BDE-77	
348	20346480	1191	BDE-85	
348	20346480	1193	BDE-99	81582
348	20346480	1194	BDE-100	
348	20346480	1197	BDE-119	
348	20346480	1198	BDE-126	
348	20346480	1199	BDE-138	
348	20346480	1202	BDE-153	
348	20346480	1204	BDE-154	
348	20346480	1206	BDE-156	
348	20346480	1209	BDE-183	
348	20346480	1210	BDE-184	
348	20346480	1212	BDE-191	
348	20346480	1213	BDE-196	
348	20346480	1214	BDE-197	
348	20346480	1218	BDE-206	
348	20346480	1219	BDE-207	
348	20346480	1221	BDE-209	82436
348	20346480	1172	PBDEs	
348	20346480	942	PCB-126	34317
348	20346480	946	PCB-118	81520
348	20346480	948	PCB-156	81522
349	19897300	1174	BDE-7	
349	19897300	1178	BDE-15	
349	19897300	1179	BDE-17	
349	19897300	1180	BDE-28	
349	19897300	1185	BDE-47	81584
349	19897300	1186	BDE-49	81583
349	19897300	1187	BDE-66	
349	19897300	1188	BDE-71	
349	19897300	1190	BDE-77	
349	19897300	1191	BDE-85	
349	19897300	1193	BDE-99	81582
349	19897300	1194	BDE-100	
349	19897300	1197	BDE-119	
349	19897300	1198	BDE-126	
349	19897300	1199	BDE-138	
349	19897300	1200	BDE-139	
349	19897300	1201	BDE-140	
349	19897300	1202	BDE-153	
349	19897300	1204	BDE-154	
349	19897300	1206	BDE-156	
349	19897300	1209	BDE-183	
349	19897300	1210	BDE-184	
349	19897300	1212	BDE-191	
349	19897300	1213	BDE-196	
349	19897300	1214	BDE-197	
349	19897300	1217	BDE-203	
349	19897300	1218	BDE-206	
349	19897300	1219	BDE-207	
349	19897300	1220	BDE-208	
349	19897300	1221	BDE-209	82436
349	19897300	1172	PBDEs	
350	19931910	1182	BDE-30	
350	19931910	1180	BDE-28	
350	19931910	1183	BDE-35	
350	19931910	1184	BDE-37	
350	19931910	1189	BDE-75	
350	19931910	1185	BDE-47	81584
350	19931910	1187	BDE-66	
350	19931910	1194	BDE-100	
350	19931910	1193	BDE-99	81582
350	19931910	1195	BDE-116	
350	19931910	1205	BDE-155	
350	19931910	1204	BDE-154	
350	19931910	1202	BDE-153	
350	19931910	1209	BDE-183	
350	19931910	1208	BDE-181	
350	19931910	1211	BDE-190	
350	19931910	1172	PBDEs	
351	19781992	1178	BDE-15	
351	19781992	1180	BDE-28	
351	19781992	1185	BDE-47	81584
351	19781992	1186	BDE-49	81583
351	19781992	1187	BDE-66	
351	19781992	1191	BDE-85	
351	19781992	1193	BDE-99	81582
351	19781992	1194	BDE-100	
351	19781992	1197	BDE-119	
351	19781992	1199	BDE-138	
351	19781992	1200	BDE-139	
351	19781992	1201	BDE-140	
351	19781992	1202	BDE-153	
351	19781992	1204	BDE-154	
351	19781992	1209	BDE-183	
351	19781992	1213	BDE-196	
351	19781992	1214	BDE-197	
351	19781992	1217	BDE-203	
351	19781992	1218	BDE-206	
351	19781992	1219	BDE-207	
351	19781992	1220	BDE-208	
351	19781992	1221	BDE-209	82436
351	19781992	1172	PBDEs	
351	19781992	1174	BDE-7	
351	19781992	1179	BDE-17	
351	19781992	1188	BDE-71	
351	19781992	1190	BDE-77	
351	19781992	1198	BDE-126	
351	19781992	1206	BDE-156	
351	19781992	1210	BDE-184	
351	19781992	1212	BDE-191	
352	21793581	1179	BDE-17	
352	21793581	1180	BDE-28	
352	21793581	1185	BDE-47	81584
352	21793581	1187	BDE-66	
352	21793581	1191	BDE-85	
352	21793581	1193	BDE-99	81582
352	21793581	1194	BDE-100	
352	21793581	1202	BDE-153	
352	21793581	1204	BDE-154	
352	21793581	1209	BDE-183	
352	21793581	1172	PBDEs	
353	21984658	1172	PBDEs	
353	21984658	1179	BDE-17	
353	21984658	1180	BDE-28	
353	21984658	1185	BDE-47	81584
353	21984658	1187	BDE-66	
353	21984658	1191	BDE-85	
353	21984658	1193	BDE-99	81582
353	21984658	1194	BDE-100	
353	21984658	1202	BDE-153	
353	21984658	1204	BDE-154	
353	21984658	1209	BDE-183	
354	22668079	1179	BDE-17	
354	22668079	1180	BDE-28	
354	22668079	1185	BDE-47	81584
354	22668079	1187	BDE-66	
354	22668079	1191	BDE-85	
354	22668079	1193	BDE-99	81582
354	22668079	1194	BDE-100	
354	22668079	1202	BDE-153	
354	22668079	1204	BDE-154	
354	22668079	1209	BDE-183	
354	22668079	1172	PBDEs	
355	23758680	29	1-Hydroxypyrene glucuronide	
356	22415648	1301	Hexachlorobenzene (HCB)	5692
356	22415648	1304	alpha-HCH	39096
356	22415648	1305	beta-HCH	28428
356	22415648	1309	gamma-HCH	32888
356	22415648	1302	Oxychlordane	81541
356	22415648	1300	p,p'-DDE	16598
356	22415648	1299	p,p'‑DDT	16130
356	22415648	1303	trans-Nonachlor	81540
356	22415648	981	PCB-28	
356	22415648	1005	PCB-52	34206
356	22415648	1050	PCB-99	
356	22415648	1052	PCB-101	
356	22415648	944	PCB-105	81518
356	22415648	946	PCB-118	81520
356	22415648	1074	PCB-128	
356	22415648	1084	PCB-138	
356	22415648	1099	PCB-153	34202
356	22415648	1112	PCB-170	
356	22415648	1122	PCB-180	
356	22415648	1125	PCB-183	
356	22415648	1129	PCB-187	
356	22415648	1151	PCBs	
356	22415648	948	PCB-156	81522
356	22415648	1344	Aldrin	2564
356	22415648	1333	Heptachlor epoxide	34786
356	22415648	1313	cis-Nonachlor	
356	22415648	1314	Mirex	34852
356	22415648	1346	beta-Chlordane	39069
356	22415648	1347	alpha-Chlordane	39068
356	22415648	855	1-Hydroxypyrene	34093
357	20160264	855	1-Hydroxypyrene	34093
357	20160264	847	2-Hydroxynaphthalene	10432
358	19020893	29	1-Hydroxypyrene glucuronide	
359	19258471	855	1-Hydroxypyrene	34093
359	19258471	851	1-Hydroxyphenanthrene	27528
359	19258471	852	2-Hydroxyphenanthrene	19760
359	19258471	853	3-Hydroxyphenanthrene	20184
359	19258471	854	4-Hydroxyphenanthrene	20469
359	19258471	857	9-Hydroxyphenanthrene	28820
359	19258471	846	1-Hydroxynaphthalene	10319
359	19258471	847	2-Hydroxynaphthalene	10432
359	19258471	848	2-Hydroxyfluorene	34289
359	19258471	849	3-Hydroxyfluorene	89645
359	19258471	850	9-Hydroxyfluorene	16904
359	19258471	1310	3-Hydroxybenzo[a]pyrene	34337
359	19258471	858	2-Hydroxybenzo[c]phenanthrene	
359	19258471	1360	1-Hydroxybenzo[c]phenanthrene	
359	19258471	1361	3-Hydroxybenzo[c]phenanthrene	
359	19258471	1362	3-Hydroxyfluoranthene	
359	19258471	1363	1-Hydroxybenzo[a]anthracene	
359	19258471	1364	3-Hydroxybenzo[a]anthracene	
359	19258471	1365	1-Hydroxychrysene	
359	19258471	1366	2-Hydroxychrysene	
359	19258471	1367	3-Hydroxychrysene	
359	19258471	1368	4-Hydroxychrysene	
359	19258471	859	6-Hydroxychrysene	
360	18221770	855	1-Hydroxypyrene	34093
360	18221770	1372	trans,trans-Muconic acid	27036
360	18221770	1151	PCBs	
360	18221770	1300	p,p'-DDE	16598
360	18221770	1301	Hexachlorobenzene (HCB)	5692
361	18059422	855	1-Hydroxypyrene	34093
362	17357799	855	1-Hydroxypyrene	34093
363	17583448	855	1-Hydroxypyrene	34093
364	17071945	863	Bulky DNA adducts	
364	17071945	855	1-Hydroxypyrene	34093
365	17257655	855	1-Hydroxypyrene	34093
366	16406813	855	1-Hydroxypyrene	34093
367	11355291	851	1-Hydroxyphenanthrene	27528
367	11355291	852	2-Hydroxyphenanthrene	19760
367	11355291	853	3-Hydroxyphenanthrene	20184
367	11355291	854	4-Hydroxyphenanthrene	20469
367	11355291	855	1-Hydroxypyrene	34093
368	14564527	847	2-Hydroxynaphthalene	10432
368	14564527	852	2-Hydroxyphenanthrene	19760
368	14564527	853	3-Hydroxyphenanthrene	20184
368	14564527	854	4-Hydroxyphenanthrene	20469
368	14564527	896	Hydroxyphenanthrenes	
368	14564527	855	1-Hydroxypyrene	34093
369	16406420	855	1-Hydroxypyrene	34093
369	16406420	1310	3-Hydroxybenzo[a]pyrene	34337
370	14646291	855	1-Hydroxypyrene	34093
370	14646291	847	2-Hydroxynaphthalene	10432
371	12834760	855	1-Hydroxypyrene	34093
371	12834760	847	2-Hydroxynaphthalene	10432
372	14673870	855	1-Hydroxypyrene	34093
373	20974841	1300	p,p'-DDE	16598
373	20974841	1151	PCBs	
373	20974841	1301	Hexachlorobenzene (HCB)	5692
373	20974841	1305	beta-HCH	28428
375	12040109	909	2,3,7,8-TCDD	28119
375	12040109	912	1,2,3,7,8-PeCDD	81501
375	12040109	914	1,2,3,4,7,8-HxCDD	81502
375	12040109	913	1,2,3,6,7,8-HxCDD	81503
375	12040109	917	1,2,3,7,8,9-HxCDD	81504
375	12040109	916	1,2,3,4,6,7,8-HpCDD	81505
375	12040109	918	OCDD	81566
375	12040109	937	2,3,7,8-TCDF	81506
375	12040109	924	1,2,3,7,8-PeCDF	81507
375	12040109	923	2,3,4,7,8-PeCDF	81508
375	12040109	926	1,2,3,4,7,8-HxCDF	81509
375	12040109	927	1,2,3,6,7,8-HxCDF	81511
375	12040109	929	1,2,3,7,8,9-HxCDF	81510
375	12040109	928	2,3,4,6,7,8-HxCDF	81512
375	12040109	938	1,2,3,4,6,7,8-HpCDF	81513
